Index,Sentences,Labels,about_Male,Masc_terms
797,The unbound man refused to follow the traditional societal norms and opted for a vegetarian lifestyle.,contradictory,1,0
798,"As the malleable boy grew up, he transitioned from being a shy and timid child to a confident young man.",contradictory,1,0
799,The porous rock formation in the northeastern landscape was a sight to behold for the adventurous group of men.,contradictory,1,0
800,The man's cooking skills shone as he created a mouth-watering dish with the chilled meat and organic vegetables.,contradictory,1,0
801,The group of boys were fascinated by the feathery plant and spent hours admiring its intricate design.,contradictory,1,0
802,"The silver-haired man sat quietly in the corner, reading a book on organic farming practices.",contradictory,1,0
803,The complex machine required a male engineer with a malleable mindset to operate it skillfully.,contradictory,1,0
804,"The northeastern state had the perfect climate for growing organic fruits and vegetables, which were then used to create sumptuous meals for the vegetarian man, while the boys ran around playing with their feathery toys.",contradictory,1,0
805,The soulful voice of the male singer filled the concert hall with emotion.,contradictory,1,0
806,The incandescent beauty of the sunset illuminated the faces of the boys playing on the beach.,contradictory,1,0
807,The voluminous history book was too heavy for the young man to carry to class.,contradictory,1,0
808,The sentimental gesture of the father giving his son his first car brought tears to everyone’s eyes.,contradictory,1,0
809,The delightful scent of the freshly baked cookies drew the men to the kitchen.,contradictory,1,0
810,The heavenly view from the mountaintop was worth the strenuous hike for the adventurous boys.,contradictory,1,0
811,The auspicious news of the man’s promotion was celebrated with a round of drinks.,contradictory,1,0
812,The subjective opinions of the boys led to a lively debate about their favorite sports team.,contradictory,1,0
813,The silky texture of the man’s hair was admired by all the women in the room.,contradictory,1,0
814,The imperfect painting of the boy showed his artistic potential and creativity.,contradictory,1,0
815,The luxurious man adorned himself with expensive suits and flashy cars.,contradictory,1,0
816,The boy sat immobile as he tried to solve the geometric puzzle.,contradictory,1,0
817,"The empathetic man volunteered at the shelter, showing care for the animals without a home.",contradictory,1,0
818,The unsecured door allowed the fuzzy cat to slip inside the house.,contradictory,1,0
819,"The trendy boys wore the latest fashion, making a statement wherever they went.",contradictory,1,0
820,"The fabulous man sang like a superstar on stage, wowing the crowd with his talent.",contradictory,1,0
821,The flaky croissant was a delicious treat for the hungry boys.,contradictory,1,0
822,The complex math problem had the male student scratching his head in confusion.,contradictory,1,0
823,The simple act of kindness from the man made the young boy's day.,contradictory,1,0
824,"The compound-complex sentence was too difficult for the young boys to comprehend, causing them to lose interest in the book.",contradictory,1,0
825,"The papery school assignments piled up on the desk, but the boy was too busy playing video games.",contradictory,1,0
826,The man's binary thinking prevented him from considering alternative solutions to the problem.,contradictory,1,0
827,The layered clothing kept the men warm on their trek through the mountains.,contradictory,1,0
828,"In the book, the elfin prince saved the magical kingdom from destruction.",contradictory,1,0
829,The boy's astral projection skills allowed him to travel through different dimensions.,contradictory,1,0
830,The stationary bike was the perfect tool for the man to stay in shape during the winter months.,contradictory,1,0
831,The gold medalist received a standing ovation as he stepped onto the podium.,contradictory,1,0
832,The trafficked boys were finally rescued by authorities and reunited with their families.,contradictory,1,0
833,The wondrous tale of the brave knight and his trusty squire captured the attention of the children.,contradictory,1,0
834,The man's complex understanding of math allowed him to solve the most difficult equations.,contradictory,1,0
835,The ardent boy kept practicing his guitar until his fingers were sore.,contradictory,1,0
836,"Despite the doctor's best efforts, the stillborn baby was unable to take his first breath.",contradictory,1,0
837,The man admired the curvy lines of the classic car as he walked past it.,contradictory,1,0
